name_month,x_UTM,y_UTM,N_indi
oreneta_c_3,440408.18054083013,4645299.45257829,0
oreneta_c_3,443220.4630982042,4643596.082343969,2
oreneta_c_3,441210.1715324958,4649884.405307642,30
oreneta_c_3,441408.17602416384,4611299.806871568,30
oreneta_c_3,437057.27328851726,4605529.546492931,2
oreneta_c_3,437123.5149229291,4605518.197044032,2
oreneta_c_3,436464.574821916,4599298.737475452,1
oreneta_c_3,442513.9836514755,4602595.552122664,4
oreneta_c_3,442449.899305156,4602516.012552444,2
oreneta_c_3,442666.309106547,4602553.589732674,15
oreneta_c_3,442751.85925960704,4602481.073362311,10
oreneta_c_3,449445.03073480754,4595341.8236559,0
oreneta_c_3,432420.7036283793,4592249.4645683095,0
oreneta_c_3,304358.6643649161,4502876.905015216,0
oreneta_c_3,340409.25190350774,4558300.331579271,8
oreneta_c_3,385505.61975156923,4568399.1674689045,25
oreneta_c_3,403898.77458452666,4622468.671846328,0
oreneta_c_3,409048.45316949475,4625266.45591716,20
oreneta_c_3,481155.6625492464,4663750.300080656,6
oreneta_c_3,481407.7566125704,4662299.281464885,1
oreneta_c_3,515780.64870392537,4652570.718533435,56
oreneta_c_3,515407.40785743075,4653299.375198023,24
oreneta_c_3,508178.89380394144,4673428.675527123,2
oreneta_c_3,508132.48304658895,4673326.169247445,2
oreneta_c_3,509663.4671347071,4680959.090647356,20
oreneta_c_3,440139.18279587734,4649687.406794636,2
oreneta_c_3,441284.35383235675,4610900.832416584,50
oreneta_c_3,440408.1862579607,4612299.795245099,40
oreneta_c_3,423408.36614410434,4600299.917755875,2
oreneta_c_3,475427.62483384414,4609353.303090477,12
oreneta_c_3,433408.264430456,4583300.0989534175,1
oreneta_c_3,423499.37086183095,4572624.209249267,20
oreneta_c_3,308557.4947318728,4515451.202384413,50
oreneta_c_3,307971.44532592595,4515965.061771948,0
oreneta_c_3,314138.32286175457,4514740.970810036,25
oreneta_c_3,313626.50569889473,4514393.692364856,4
oreneta_c_3,346769.4589689161,4549607.275944633,3
oreneta_c_3,345538.5792389539,4551522.715379163,0
oreneta_c_3,340409.25190350774,4558300.331579271,5
oreneta_c_3,362752.4762915411,4555009.066736834,3
oreneta_c_3,389658.8634250107,4564776.369171844,1
oreneta_c_3,393000.69512639154,4563106.301472698,2
oreneta_c_3,387408.75031889486,4573300.192285945,40
oreneta_c_3,385505.61975156923,4568399.1674689045,160
oreneta_c_3,414801.62055826717,4569428.0646312125,10
oreneta_c_3,415138.6252289318,4569651.075075892,3
oreneta_c_3,403898.77458452666,4622468.671846328,8
oreneta_c_3,406408.537691415,4620299.705141715,15
oreneta_c_3,376436.5561902915,4610803.349384242,12
oreneta_c_3,396233.0390677132,4632066.606126426,30
oreneta_c_3,333256.30383398343,4606142.824985237,6
oreneta_c_3,438408.19900110847,4656299.338791194,21
oreneta_c_3,508009.4844832166,4674756.154328445,2
oreneta_c_3,505407.51026947465,4628299.634213762,1
oreneta_c_3,483582.6197876509,4648138.0043229,2
oreneta_c_3,477576.91122399434,4627288.73252657,0
oreneta_c_3,468108.7833345097,4647940.532239638,0
oreneta_c_3,441210.1715324958,4649884.405307642,10
oreneta_c_3,442408.1597169391,4647299.4327405095,0
oreneta_c_3,456465.433547977,4616125.032833964,1
oreneta_c_3,446408.1237432886,4610299.817643976,3
oreneta_c_3,441408.17602416384,4611299.806871568,5
oreneta_c_3,441284.35383235675,4610900.832416584,20
oreneta_c_3,427408.3189846789,4622299.688918722,4
oreneta_c_3,437090.3657143938,4605475.488079345,54
oreneta_c_3,437003.80885208445,4605429.64283471,3
oreneta_c_3,437408.2184012554,4605299.868842844,9
oreneta_c_3,425408.3452498695,4600299.918091185,8
oreneta_c_3,423408.36614410434,4600299.917755875,4
oreneta_c_3,424390.1748765692,4600439.014048313,2
oreneta_c_3,433408.26095507055,4600299.9199212,10
oreneta_c_3,450074.05084375374,4600750.842127934,4
oreneta_c_3,473456.6949847383,4616923.6156741,1
oreneta_c_3,473037.49750813347,4617845.3557087695,2
oreneta_c_3,442739.6080439088,4592468.147734267,2
oreneta_c_3,432693.88668090175,4589647.6042483235,6
oreneta_c_3,429008.2193077905,4593882.268298408,3
oreneta_c_3,429242.08988675155,4593665.587330811,3
oreneta_c_3,420408.39939145953,4590300.022441715,8
oreneta_c_3,429445.30697145406,4579515.137412079,2
oreneta_c_3,421660.3905801407,4570531.231106391,60
oreneta_c_3,421692.3905420611,4570449.231817338,40
oreneta_c_3,421408.393803898,4570300.233573591,41
oreneta_c_3,304347.17343541817,4502908.040464127,5
oreneta_c_3,306389.6344901108,4517663.747539036,1
oreneta_c_3,340409.25190350774,4558300.331579271,8
oreneta_c_3,388533.3023594704,4566976.384215799,40
oreneta_c_3,393128.0127997167,4563120.328070202,20
oreneta_c_3,404408.5657404141,4594299.976433642,0
oreneta_c_3,406408.5382808534,4617299.735797624,0
oreneta_c_3,406257.44467661664,4622565.117013297,5
oreneta_c_3,403910.0083576974,4622433.129273551,10
oreneta_c_3,403898.77458452666,4622468.671846328,0
oreneta_c_3,403780.4958734397,4625612.651818501,37
oreneta_c_3,408822.2662949359,4623753.112052124,50
oreneta_c_3,317839.9628304511,4629172.941279398,30
oreneta_c_3,327098.471629167,4669291.222616138,2
oreneta_c_3,327065.41390888364,4669605.019692208,1
oreneta_c_3,406560.23849001905,4662154.437311792,0
oreneta_c_3,403408.55983649107,4652299.371903208,9
oreneta_c_3,439408.18958945625,4652299.380054548,1
oreneta_c_3,438408.19900110847,4656299.338791194,26
oreneta_c_3,454408.03389993665,4663299.269286245,1
oreneta_c_3,468031.32339950383,4649927.89327851,3
oreneta_c_3,509959.6175975128,4664380.049186323,6
oreneta_c_3,507755.4864589897,4674704.154862421,20
oreneta_c_3,508141.4727867478,4673026.359151215,0
oreneta_c_3,508302.0534994998,4673052.978125657,0
oreneta_c_3,508132.48304658895,4673326.169247445,0
oreneta_c_3,515855.0561468713,4678372.913856954,3
oreneta_c_3,509119.3837648509,4681745.161809765,25
oreneta_c_3,505370.26232176437,4628311.545746865,1
oreneta_c_3,504619.40690416645,4629001.771606574,0
oreneta_c_3,441210.1715324958,4649884.405307642,4
oreneta_c_3,440075.88655779965,4649827.82439418,60
oreneta_c_3,438550.98712168,4649522.573139753,0
oreneta_c_3,430402.2258938876,4609449.723099493,25
oreneta_c_3,437408.2184012554,4605299.868842844,1
oreneta_c_3,436408.2298764216,4603299.888892612,0
oreneta_c_3,439199.6155463471,4602109.162017413,30
oreneta_c_3,481406.09794290323,4611399.585375676,5
oreneta_c_3,417408.43045779236,4590300.021454521,2
oreneta_c_3,314743.5306443819,4527967.031863495,1
oreneta_c_3,302885.82582688355,4552808.420834479,12
oreneta_c_3,342149.60266828665,4554466.873809674,1
oreneta_c_3,340409.25190350774,4558300.331579271,2
oreneta_c_3,347868.5641352051,4556100.04280259,1
oreneta_c_3,363205.5667342971,4554762.403234862,40
oreneta_c_3,397997.0922179331,4564932.895190347,0
oreneta_c_3,389408.72673764086,4580300.119110777,4
oreneta_c_3,403898.77458452666,4622468.671846328,10
oreneta_c_3,403936.17028251314,4622498.739574433,10
oreneta_c_3,405782.3895123106,4625375.705468978,30
oreneta_c_3,403780.4958734397,4625612.651818501,30
oreneta_c_3,451408.06351627933,4671299.186268288,1
oreneta_c_3,508220.0490884003,4673176.824814109,0
oreneta_c_3,509067.473402302,4681819.081403016,20
oreneta_c_3,502407.5415524155,4628299.634403714,0
oreneta_c_3,504619.40690416645,4629001.771606574,0
oreneta_c_3,510663.8611747141,4633467.055610043,2
oreneta_c_3,484489.4807230953,4648581.873808589,0
oreneta_c_3,441210.1715324958,4649884.405307642,14
oreneta_c_3,438550.98712168,4649522.573139753,0
oreneta_c_3,441408.17602416384,4611299.806871568,45
oreneta_c_3,441284.35383235675,4610900.832416584,40
oreneta_c_3,440408.1859562734,4613299.78515148,0
oreneta_c_3,421718.4307428306,4601650.785388149,2
oreneta_c_3,423408.36614410434,4600299.917755875,5
oreneta_c_3,428408.31450537685,4597299.950897118,30
oreneta_c_3,449539.46921175346,4595360.703003811,10
oreneta_c_3,429340.8093397347,4593616.742601918,7
oreneta_c_3,422745.88112612674,4581964.037532412,6
oreneta_c_3,296565.9391430777,4511858.48185716,1
oreneta_c_3,309581.2002051874,4545817.309150809,30
oreneta_c_3,346769.4589689161,4549607.275944633,100
oreneta_c_3,340409.25190350774,4558300.331579271,30
oreneta_c_3,389032.80726361874,4561749.94089573,0
oreneta_c_3,386408.7628442618,4568300.244781246,25
oreneta_c_3,385505.61975156923,4568399.1674689045,10
oreneta_c_3,383297.59892273304,4593494.578384938,1
oreneta_c_3,357023.06558160065,4577898.148194129,2
oreneta_c_3,409408.51241807744,4597299.946367316,0
oreneta_c_3,404590.5141127951,4614380.350486961,0
oreneta_c_3,406408.5382808534,4617299.735797624,0
oreneta_c_3,415408.4402384105,4635299.551340131,5
oreneta_c_3,325776.6782614137,4670074.548999026,1
oreneta_c_3,375385.3787514241,4701991.232404755,4
oreneta_c_3,407408.51688885066,4659299.300857384,2
oreneta_c_3,439408.18848976266,4657299.328207022,6
oreneta_c_3,485315.1717628985,4647060.889540169,1
oreneta_c_3,484489.4807230953,4648581.873808589,0
oreneta_c_3,484090.9761056826,4648020.506545771,0
oreneta_c_3,468346.4440855341,4646034.0580252465,0
oreneta_c_3,441210.1715324958,4649884.405307642,14
oreneta_c_3,440139.18279587734,4649687.406794636,0
oreneta_c_3,438550.98712168,4649522.573139753,0
oreneta_c_3,441408.17602416384,4611299.806871568,25
oreneta_c_3,425218.4737628186,4602560.707431739,14
oreneta_c_3,434850.83516345784,4597675.313261068,100
oreneta_c_3,445408.1345207969,4608299.838135557,20
oreneta_c_3,432693.88668090175,4589647.6042483235,45
oreneta_c_3,311913.58295153006,4503719.899915372,2
oreneta_c_3,347409.1820853265,4549300.430948649,0
oreneta_c_3,340409.25190350774,4558300.331579271,8
oreneta_c_3,437342.21115655405,4650338.399666445,20
oreneta_c_3,439408.18848976266,4657299.328207022,17
oreneta_c_3,475617.3260160682,4672082.445450639,1
oreneta_c_3,507815.82038007246,4674372.822647463,0
oreneta_c_3,508227.13679745165,4672900.880334603,0
oreneta_c_3,509067.473402302,4681819.081403016,0
oreneta_c_3,502570.3930346912,4628580.34830048,0
oreneta_c_3,485371.71687337983,4647886.430881772,20
oreneta_c_3,478772.61662509415,4628128.432814136,0
oreneta_c_3,468346.4440855341,4646034.0580252465,0
oreneta_c_3,441210.1715324958,4649884.405307642,15
oreneta_c_3,440139.18279587734,4649687.406794636,0
oreneta_c_3,445408.1347111421,4609299.828041385,25
oreneta_c_3,446408.1243754191,4609299.8285101075,30
oreneta_c_3,441408.17602416384,4611299.806871568,30
oreneta_c_3,437055.26362881943,4608364.185411413,3
oreneta_c_3,431209.72075002093,4601654.262822262,9
oreneta_c_3,429569.1428137645,4605666.048711438,12
oreneta_c_3,430306.7901713063,4605422.361908703,3
oreneta_c_3,430137.86762433196,4607019.768560146,1
oreneta_c_3,426754.1995393294,4598856.944038659,2
oreneta_c_3,418408.41754580365,4601299.9067977555,15
oreneta_c_3,427238.3799073412,4597707.070252855,30
oreneta_c_3,439408.19847643975,4602299.899674466,2
oreneta_c_3,439408.1984105888,4603299.889591107,2
oreneta_c_3,434585.5280536439,4586560.232819516,1
oreneta_c_3,340409.25190350774,4558300.331579271,8
oreneta_c_3,388408.73770546995,4579300.128771492,4
oreneta_c_3,384166.9626754135,4592665.015911908,15
oreneta_c_3,383408.7855943801,4593299.980264379,6
oreneta_c_3,376763.5328463579,4602081.662854127,8
oreneta_c_3,386328.0676736798,4603380.311700261,10
oreneta_c_3,406655.10437233985,4622503.925419922,20
oreneta_c_3,402408.57975914725,4619299.713894376,0
oreneta_c_3,415408.4402384105,4635299.551340131,2
oreneta_c_3,397323.50256177847,4632032.795333387,25
oreneta_c_3,439408.188749021,4658299.3181850575,4
oreneta_c_3,475607.548375215,4671452.360387053,0
oreneta_c_3,507684.4877834792,4674286.158633736,0
oreneta_c_3,508508.4792775893,4676645.13459608,50
oreneta_c_3,508525.4788654246,4676867.132755664,0
oreneta_c_3,507906.48524263076,4674571.15617817,0
oreneta_c_3,508132.48304658895,4673326.169247445,0
oreneta_c_3,508378.32216056995,4673212.839583422,0
oreneta_c_3,509067.473402302,4681819.081403016,0
oreneta_c_3,510086.462873385,4679779.10274529,0
oreneta_c_3,505407.51026947465,4628299.634213762,1
oreneta_c_3,502407.5415524155,4628299.634403714,0
oreneta_c_3,478521.78842247586,4627826.638829213,40
oreneta_c_3,468346.4440855341,4646034.0580252465,0
oreneta_c_3,438865.82697615714,4638181.554246141,0
oreneta_c_3,441210.1715324958,4649884.405307642,6
oreneta_c_3,438550.98712168,4649522.573139753,0
oreneta_c_3,448408.1034576593,4611299.807971013,0
oreneta_c_3,449408.092427211,4612299.797320666,0
oreneta_c_3,446640.9028782499,4609407.549825898,3
oreneta_c_3,441408.17602416384,4611299.806871568,120
oreneta_c_3,430408.2906528397,4610299.814623549,5
oreneta_c_3,431209.72075002093,4601654.262822262,0
oreneta_c_3,443408.15754588123,4595299.974113261,28
oreneta_c_3,481361.0823675794,4611251.15337688,11
oreneta_c_3,481404.81599363335,4611001.127308076,10
oreneta_c_3,434585.5280536439,4586560.232819516,15
oreneta_c_3,429445.30697145406,4579515.137412079,2
oreneta_c_3,426674.3378863718,4572645.209937798,10
oreneta_c_3,346769.4589689161,4549607.275944633,21
oreneta_c_3,340409.25190350774,4558300.331579271,5
oreneta_c_3,385505.61975156923,4568399.1674689045,20
oreneta_c_3,437458.2090494239,4656127.340878658,6
oreneta_c_3,437408.20932925894,4656299.33911565,1
oreneta_c_3,438408.1996122152,4652299.380406022,24
oreneta_c_3,438499.19804323383,4654925.3524234565,25
oreneta_c_3,438408.19900110847,4656299.338791194,6
oreneta_c_3,461407.9631245008,4656299.342127114,0
oreneta_c_3,516936.17063722375,4655802.732481141,50
oreneta_c_3,507906.48524263076,4674571.15617817,0
oreneta_c_3,508132.48304658895,4673326.169247445,60
oreneta_c_3,508189.4446679838,4673351.507541998,30
oreneta_c_3,504634.0344179153,4628805.612777925,2
oreneta_c_3,503104.94291469234,4628043.817572118,5
oreneta_c_3,504619.40690416645,4629001.771606574,0
oreneta_c_3,485012.3281757524,4646840.623903445,8
oreneta_c_3,478693.77236063755,4627958.131461768,0
oreneta_c_3,468346.4440855341,4646034.0580252465,0
oreneta_c_3,441210.1715324958,4649884.405307642,1
oreneta_c_3,441408.17602416384,4611299.806871568,45
oreneta_c_3,437007.22695920634,4605439.272569,1
oreneta_c_3,425408.3442724885,4602299.896990385,10
oreneta_c_3,436341.0348322625,4599201.800694742,1
oreneta_c_3,481455.18314531835,4610951.670650198,0
oreneta_c_3,421216.1565348565,4593029.420003292,11
oreneta_c_3,418865.1032240719,4591056.6103576515,30
oreneta_c_3,417414.81984363217,4590479.116685472,60
oreneta_c_3,416553.01774657745,4590385.532674196,15
oreneta_c_3,416822.3899486992,4586063.838614726,0
oreneta_c_3,429445.30697145406,4579515.137412079,1
oreneta_c_3,426536.3392718851,4572873.20713384,20
oreneta_c_3,426674.3378863718,4572645.209937798,15
oreneta_c_3,421660.3905801407,4570531.231106391,140
oreneta_c_3,421692.3905420611,4570449.231817338,0
oreneta_c_3,421688.0015716691,4570469.737424275,30
oreneta_c_3,421603.54723611503,4570466.872413011,0
oreneta_c_3,420934.00776476855,4571228.126933327,100
oreneta_c_3,421415.9537174056,4570297.689234948,100
oreneta_c_3,311984.9391470678,4503624.233087416,0
oreneta_c_3,292629.73200749827,4597172.896378909,0
oreneta_c_3,389032.80726361874,4561749.94089573,50
oreneta_c_3,378328.8085977232,4560351.97234246,10
