Grup_taxon;Nom_cat;Nom_cien;N_indi;N_obs;Data_obs;x;y
Aus;Aligot vesper;Pernis apivorus;3;1;2022-05-14;0.9497236;41.68215179
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-14;0.64675214;41.62520747
Aus;Aligot vesper;Pernis apivorus;38;1;2022-05-14;1.43140316;42.15610363
Aus;Aligot vesper;Pernis apivorus;15;1;2022-05-15;0.68570137;41.4941942
Aus;Aligot vesper;Pernis apivorus;17;1;2022-05-15;0.65618651;41.51246084
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-15;0.59566496;41.57905543
Aus;Aligot vesper;Pernis apivorus;3;1;2022-05-15;1.46446251;42.33185005
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-15;2.441008807;42.06609165
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-15;3.104964;42.349569
Aus;Aligot vesper;Pernis apivorus;3;1;2022-05-16;0.70244812;41.51624988
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-16;0.999490929;42.27051563
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-16;3.10998551;42.28853934
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-17;0.804787911;41.83523719
Aus;Aligot vesper;Pernis apivorus;2;1;2022-05-18;1.83739;41.742384
Aus;Aligot vesper;Pernis apivorus;4;1;2022-05-18;0.72939025;42.82874726
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-18;2.954496495;42.43574154
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-21;2.25009062;41.49787736
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-21;0.391145;41.132894
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-21;0.92154743;42.20203158
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-21;1.534091279;42.34287869
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-21;1.098809;42.095114
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-21;2.25127;42.356621
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-22;2.34593083;41.49846235
Aus;Aligot vesper;Pernis apivorus;2;1;2022-05-22;1.87419211;42.44048797
Aus;Aligot vesper;Pernis apivorus;7;1;2022-05-23;0.811381;41.484499
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-23;2.090321;42.191035
Aus;Aligot vesper;Pernis apivorus;2;1;2022-05-24;2.943778;42.451147
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-24;3.103496808;42.19943275
Aus;Aligot vesper;Pernis apivorus;12;1;2022-05-25;1.842226982;41.77652856
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-25;2.021278;42.045642
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-26;2.852529;41.855787
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-26;2.382718;41.808904
Aus;Aligot vesper;Pernis apivorus;2;1;2022-05-26;2.386498;41.581627
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-26;2.83785;41.693763
Aus;Aligot vesper;Pernis apivorus;4;1;2022-05-26;1.47928091;41.32388466
Aus;Aligot vesper;Pernis apivorus;5;1;2022-05-26;3.028818;42.016828
Aus;Aligot vesper;Pernis apivorus;3;1;2022-05-26;3.10998551;42.28853934
Aus;Aligot vesper;Pernis apivorus;6;1;2022-05-26;3.011434078;42.30687971
Aus;Aligot vesper;Pernis apivorus;3;1;2022-05-27;2.335156;41.64347
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-27;2.335326;41.645773
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-27;2.387835;42.125186
Aus;Aligot vesper;Pernis apivorus;2;1;2022-05-27;2.83490693;42.37385061
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-27;2.960078;42.252637
Aus;Aligot vesper;Pernis apivorus;2;1;2022-05-27;3.050472;42.084223
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-28;2.102336;41.823632
Aus;Aligot vesper;Pernis apivorus;0;1;2022-05-28;2.12653289;41.77622298
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-28;2.495819;41.61254
Aus;Aligot vesper;Pernis apivorus;9;3;2022-05-28;2.25214424;42.35351845
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-28;2.834642;42.386384
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-28;3.094167;42.392218
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-28;3.084254;42.381598
Aus;Aligot vesper;Pernis apivorus;4;1;2022-05-28;3.107933;42.376918
Aus;Aligot vesper;Pernis apivorus;15;1;2022-05-28;3.107962;42.376978
Aus;Aligot vesper;Pernis apivorus;10;1;2022-05-28;3.10586;42.37814
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-28;3.105142;42.378507
Aus;Aligot vesper;Pernis apivorus;5;1;2022-05-28;3.101558;42.384936
Aus;Aligot vesper;Pernis apivorus;4;1;2022-05-28;3.117419;42.375942
Aus;Aligot vesper;Pernis apivorus;3;1;2022-05-29;2.617997639;41.96565993
Aus;Aligot vesper;Pernis apivorus;4;1;2022-05-29;0.984131;41.10206
Aus;Aligot vesper;Pernis apivorus;3;1;2022-05-29;1.9935532;42.30129596
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-29;1.319882;42.199227
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-29;2.44860501;42.10245873
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-29;2.78693119;42.19364904
Aus;Aligot vesper;Pernis apivorus;3;1;2022-05-29;3.07713;42.231438
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-30;2.99280328;42.38297523
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-31;2.65652192;41.67094621
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-31;2.98065833;42.37396784
Aus;Aligot vesper;Pernis apivorus;1;1;2022-05-31;3.184104;42.012312
Aus;Aligot vesper;Pernis apivorus;1;1;2022-06-01;2.28846587;42.36275556
Aus;Aligot vesper;Pernis apivorus;2;1;2022-06-02;2.683508;41.714181
Aus;Aligot vesper;Pernis apivorus;2;1;2022-06-03;2.355798;42.359479
Aus;Aligot vesper;Pernis apivorus;2;1;2022-06-04;1.13350153;42.59716573
Aus;Aligot vesper;Pernis apivorus;1;1;2022-06-04;2.30140638;42.29078717
Aus;Aligot vesper;Pernis apivorus;1;1;2022-06-05;2.307892;41.514293
Aus;Aligot vesper;Pernis apivorus;2;1;2022-06-05;1.011902771;41.55788378
Aus;Aligot vesper;Pernis apivorus;1;1;2022-06-06;1.777873;41.349357
Aus;Aligot vesper;Pernis apivorus;1;1;2022-06-07;2.476945;41.598837
Aus;Aligot vesper;Pernis apivorus;1;1;2022-06-07;2.477181;41.599467
Aus;Aligot vesper;Pernis apivorus;0;1;2022-06-07;2.477117;41.59935
Aus;Aligot vesper;Pernis apivorus;1;1;2022-06-07;2.543804;41.678589
Aus;Aligot vesper;Pernis apivorus;1;1;2022-06-09;2.646881625;41.68723584
Aus;Aligot vesper;Pernis apivorus;1;1;2022-06-10;2.626904434;41.97147676
Aus;Aligot vesper;Pernis apivorus;2;1;2022-06-10;2.604836976;41.69580981
Aus;Aligot vesper;Pernis apivorus;1;1;2022-06-10;2.213411312;42.11409454
Aus;Aligot vesper;Pernis apivorus;2;1;2022-06-10;2.27421;42.351666
Aus;Aligot vesper;Pernis apivorus;1;1;2022-06-10;2.28087;42.347574
Aus;Aligot vesper;Pernis apivorus;1;1;2022-06-11;2.309795;41.857066
Aus;Aligot vesper;Pernis apivorus;1;1;2022-06-11;2.310676;41.857039
Aus;Aligot vesper;Pernis apivorus;2;1;2022-06-11;0.9497236;41.68215179
Aus;Aligot vesper;Pernis apivorus;3;1;2022-06-12;2.24000326;42.35343861
Aus;Aligot vesper;Pernis apivorus;1;1;2022-06-13;2.347425;41.832641
Aus;Aligot vesper;Pernis apivorus;1;1;2022-06-14;2.615026168;41.98282102
Aus;Aligot vesper;Pernis apivorus;1;1;2022-06-14;0.826569;42.492941
Aus;Aligot vesper;Pernis apivorus;2;1;2022-06-16;2.526875;42.280692
Aus;Aligot vesper;Pernis apivorus;1;1;2022-06-18;0.726531;42.813955
Aus;Aligot vesper;Pernis apivorus;2;1;2022-06-18;2.154245;42.346253
Aus;Aligot vesper;Pernis apivorus;2;1;2022-06-20;2.414619504;41.94620244
Aus;Aligot vesper;Pernis apivorus;1;1;2022-06-22;2.266327;41.804333
Aus;Aligot vesper;Pernis apivorus;1;1;2022-06-23;2.25009062;41.49787736
Aus;Aligot vesper;Pernis apivorus;1;1;2022-06-23;0.84379758;42.70489187
Aus;Aligot vesper;Pernis apivorus;1;1;2022-06-24;1.94893654;42.33312789
Aus;Aligot vesper;Pernis apivorus;2;1;2022-06-28;2.34254934;41.8317032
Aus;Aligot vesper;Pernis apivorus;1;1;2022-06-29;2.47464668;41.87741716
Aus;Aligot vesper;Pernis apivorus;1;1;2022-06-29;2.295949459;41.74749429
Aus;Aligot vesper;Pernis apivorus;1;1;2022-06-29;1.60120494;42.14028786
Aus;Aligot vesper;Pernis apivorus;1;1;2022-06-30;2.637644924;41.6500971
Aus;Aligot vesper;Pernis apivorus;1;1;2022-07-01;2.39938073;42.19227456
Aus;Aligot vesper;Pernis apivorus;1;1;2022-07-07;2.27560458;41.85203192
Aus;Aligot vesper;Pernis apivorus;1;1;2022-07-07;2.46267115;41.86835502
Aus;Aligot vesper;Pernis apivorus;1;1;2022-07-07;2.401561;41.731836
Aus;Aligot vesper;Pernis apivorus;2;1;2022-07-07;2.477296;41.599457
Aus;Aligot vesper;Pernis apivorus;3;1;2022-07-08;2.365144;42.264651
Aus;Aligot vesper;Pernis apivorus;1;1;2022-07-09;2.148579;41.844083
Aus;Aligot vesper;Pernis apivorus;2;1;2022-07-09;2.604836976;41.69580981
Aus;Aligot vesper;Pernis apivorus;2;1;2022-07-15;0.71683394;42.83750216
Aus;Aligot vesper;Pernis apivorus;1;1;2022-07-16;2.496885;42.062167
Aus;Aligot vesper;Pernis apivorus;1;1;2022-07-16;2.742481;42.386848
Aus;Aligot vesper;Pernis apivorus;1;1;2022-07-17;2.235824;42.298962
Aus;Aligot vesper;Pernis apivorus;1;1;2022-07-18;2.425641;41.572822
Aus;Aligot vesper;Pernis apivorus;1;1;2022-07-20;2.77611847;41.82435976
Aus;Aligot vesper;Pernis apivorus;2;1;2022-07-20;2.361107;41.762868
Aus;Aligot vesper;Pernis apivorus;2;1;2022-07-20;2.360952;41.762897
Aus;Aligot vesper;Pernis apivorus;1;1;2022-07-20;0.66016674;42.7690059
Aus;Aligot vesper;Pernis apivorus;1;1;2022-07-21;2.16869958;42.23586552
Aus;Aligot vesper;Pernis apivorus;1;1;2022-07-21;2.28856746;42.35375025
Aus;Aligot vesper;Pernis apivorus;1;1;2022-07-24;1.91299374;42.305775
Aus;Aligot vesper;Pernis apivorus;1;1;2022-07-25;2.471096157;41.75981212
Aus;Aligot vesper;Pernis apivorus;1;1;2022-07-26;2.610160534;41.9878457
Aus;Aligot vesper;Pernis apivorus;2;1;2022-07-26;1.51799299;42.07620033
Aus;Aligot vesper;Pernis apivorus;1;1;2022-07-27;2.06490504;41.28168574
Aus;Aligot vesper;Pernis apivorus;1;1;2022-07-27;2.77497956;42.14859472
Aus;Aligot vesper;Pernis apivorus;1;1;2022-07-29;0.763883;42.421977
Aus;Aligot vesper;Pernis apivorus;1;1;2022-07-30;1.017748;42.464638
Aus;Aligot vesper;Pernis apivorus;2;1;2022-08-01;2.449503;41.758202
Aus;Aligot vesper;Pernis apivorus;1;1;2022-08-01;2.449173;41.759202
